"","X","INSTNM","CONTROL","TUITFTE","INEXPFTE","C150_4_WHITE","C150_4_BLACK","C150_4_HISP","C150_4_ASIAN","C150_4_AIAN","C150_4_NHPI","C150_4_2MOR","C150_4_NRA","C150_4_UNKN","LO_INC_DEBT_MDN","MD_INC_DEBT_MDN","HI_INC_DEBT_MDN","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","gap_completion_white_black","gap_completion_white_hisp","gap_completion_white_asian","gap_completion_white_aian","gap_completion_white_nhpi","gap_completion_white_2mor","gap_completion_white_nra","gap_completion_white_unkn","gap_earnings_high_low","gap_earnings_high_mid"
"1149",1149,"Educators of Beauty College of Cosmetology-Sterling",3,10331,9999,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,9833,10591.5,18500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1150",1150,"Southern Illinois University-Carbondale",1,8434,15675,0.5167,0.3107,0.4091,0.3077,0.25,NA,NA,0.7143,0.381,15250,14250,14893.5,46800,47100,48300,0.206,0.1076,0.209,0.2667,NA,NA,-0.1976,0.1357,0.031055900621118,0.0248447204968944
"1151",1151,"Southern Illinois University-Edwardsville",1,7872,12666,0.5375,0.368,0.4167,0.4242,0,NA,NA,0.1818,0.4444,13718,14874,14310,44100,45100,47900,0.1695,0.1208,0.1133,0.5375,NA,NA,0.3557,0.0931,0.0793319415448852,0.058455114822547
"1152",1152,"Taylor Business Institute",3,10280,2697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1153",1153,"Telshe Yeshiva-Chicago",2,9936,18823,0.2353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1154",1154,"South Suburban College",1,345,4451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1155",1155,"Tri-County Beauty Academy",3,8793,9426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1156",1156,"Trinity Christian College",2,15660,10457,0.6158,0.1765,0.7778,0.1429,NA,NA,NA,0.5714,0.5556,18750,21000,20874,53700,43400,43900,0.4393,-0.162,0.4729,NA,NA,NA,0.0444,0.0602,-0.223234624145786,0.0113895216400911
"1157",1157,"Trinity International University-Illinois",2,11524,9396,0.5283,0.0833,0,0.4286,NA,NA,NA,NA,0.3333,14800,12750,12000,40700,47200,43800,0.445,0.5283,0.0997,NA,NA,NA,NA,0.195,0.0707762557077626,-0.0776255707762557
"1158",1158,"Triton College",1,2201,4616,NA,NA,NA,NA,NA,NA,NA,NA,NA,4472.5,3500,4896.5,33400,40200,42600,NA,NA,NA,NA,NA,NA,NA,NA,0.215962441314554,0.0563380281690141
"1159",1159,"University of Spa & Cosmetology Arts",3,6034,2225,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,6315,5319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1160",1160,"VanderCook College of Music",2,13742,5930,0.7727,0.6667,1,NA,NA,NA,1,1,NA,NA,NA,26750,NA,NA,NA,0.106,-0.2273,NA,NA,NA,-0.2273,-0.2273,NA,NA,NA
"1161",1161,"Waubonsee Community College",1,2220,4703,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500,4102,3500,30000,35100,41600,NA,NA,NA,NA,NA,NA,NA,NA,0.278846153846154,0.15625
"1162",1162,"Resurrection University",2,18891,8666,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,20000,14848.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1163",1163,"Western Illinois University",1,6747,11581,0.561,0.4781,0.5094,0.5238,0.3333,NA,NA,0.6667,0.4875,17499,17750,17457,42000,43600,47000,0.0829,0.0516000000000001,0.0372,0.2277,NA,NA,-0.1057,0.0735000000000001,0.106382978723404,0.0723404255319149
"1164",1164,"Wheaton College",2,19517,13157,0.8968,0.9048,0.8421,0.8627,NA,NA,1,0.8571,1,22000,22625,20000,48900,47400,49200,-0.00800000000000001,0.0547000000000001,0.0341,NA,NA,-0.1032,0.0397000000000001,-0.1032,0.00609756097560976,0.0365853658536585
"1165",1165,"William Rainey Harper College",1,3782,6175,NA,NA,NA,NA,NA,NA,NA,NA,NA,7610,5500,5500,36800,41400,44300,NA,NA,NA,NA,NA,NA,NA,NA,0.169300225733634,0.0654627539503386
"1166",1166,"Ancilla College",2,13206,9080,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,9465,9000,26500,36700,34900,NA,NA,NA,NA,NA,NA,NA,NA,0.240687679083095,-0.0515759312320917
"1167",1167,"Anderson University",2,12546,8594,0.6468,0.4286,0.5714,0.3333,0.5,NA,NA,0.6471,0.4545,18950,25178,20795,36900,37000,40500,0.2182,0.0754,0.3135,0.1468,NA,NA,-0.000299999999999967,0.1923,0.0888888888888889,0.0864197530864197
"1168",1168,"Apex Academy of Hair Design Inc",3,3395,1467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1169",1169,"Ball State University",1,7522,10219,0.6205,0.4419,0.5176,0.4231,0.4286,0.6667,0.6667,0.5,0.3182,16625,19000,18880.5,39100,39800,43700,0.1786,0.1029,0.1974,0.1919,-0.0461999999999999,-0.0461999999999999,0.1205,0.3023,0.105263157894737,0.0892448512585812
"1170",1170,"Bethel College-Indiana",2,13390,7865,0.7638,0.1364,0.7143,0.5,NA,NA,0.75,0.625,NA,17816.5,17520,16740,35500,38100,40700,0.6274,0.0495,0.2638,NA,NA,0.0138,0.1388,NA,0.127764127764128,0.0638820638820639
"1171",1171,"Butler University",2,21007,13481,0.7906,0.6486,0.7143,0.6111,0.5,NA,NA,0.8125,0.7692,26563.5,27000,23250,68100,65600,67700,0.142,0.0762999999999999,0.1795,0.2906,NA,NA,-0.0219,0.0214,-0.00590841949778434,0.0310192023633678
"1172",1172,"Calumet College of Saint Joseph",2,12933,5384,0.2698,0.2,0.2143,0,NA,NA,1,NA,NA,12500,15834,15000,31100,49500,57400,0.0698,0.0555,0.2698,NA,NA,-0.7302,NA,NA,0.458188153310105,0.137630662020906
"1173",1173,"Christian Theological Seminary",2,13655,27622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174",1174,"College of Court Reporting Inc",3,13285,8549,NA,NA,NA,NA,NA,NA,NA,NA,NA,15632,18432.5,14491.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175",1175,"Concordia Theological Seminary",2,8247,10748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176",1176,"Tricoci University of Beauty Culture-Highland",3,11371,4142,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,9000,7341.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177",1177,"DePauw University",2,17231,18608,0.7918,0.8,0.75,0.92,0,NA,0.7,0.875,NA,21667,25000,22161,54200,49800,63700,-0.0082000000000001,0.0417999999999999,-0.1282,0.7918,NA,0.0918,-0.0832000000000001,NA,0.149136577708006,0.218210361067504
"1178",1178,"Don Roberts School of Hair Design",3,11926,4928,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179",1179,"Don Roberts Beauty School",3,7792,3496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1180",1180,"Earlham College",2,14123,21481,0.7233,0.6875,0.5556,0.6923,1,NA,0.5714,0.7778,0.6538,15000,18500,19500,NA,NA,40800,0.0358000000000001,0.1677,0.031,-0.2767,NA,0.1519,-0.0545,0.0695,NA,NA
"1181",1181,"University of Evansville",2,13541,10614,0.6449,0.5263,0.5294,0.8333,0,NA,0.6875,0.6667,0.7059,21358,23639.5,22670,37000,45000,49500,0.1186,0.1155,-0.1884,0.6449,NA,-0.0426,-0.0217999999999999,-0.0609999999999999,0.252525252525253,0.0909090909090909
"1182",1182,"Franklin College",2,13013,9207,0.6186,0.25,0.5,NA,NA,NA,1,0,0.6667,19250,23875,21500,42300,41100,47400,0.3686,0.1186,NA,NA,NA,-0.3814,0.6186,-0.0480999999999999,0.107594936708861,0.132911392405063
"1183",1183,"Goshen College",2,14638,11031,0.7252,0.5,0.6875,1,NA,NA,0.5,0.75,1,12850,17500,17013.5,35000,41900,41500,0.2252,0.0377,-0.2748,NA,NA,0.2252,-0.0248,-0.2748,0.156626506024096,-0.00963855421686747
"1184",1184,"Grace College and Theological Seminary",2,7353,6263,0.6482,0.5714,0.5556,1,NA,NA,1,0.5,NA,15610.5,20350,16952,38200,36800,34900,0.0768,0.0926,-0.3518,NA,NA,-0.3518,0.1482,NA,-0.0945558739255014,-0.0544412607449857
"1185",1185,"Hair Fashions By Kaye Beauty College-Noblesville",3,13444,8243,NA,NA,NA,NA,NA,NA,NA,NA,NA,7388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1186",1186,"Hair Fashions By Kaye Beauty College-Indianapolis",3,15625,17148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1187",1187,"Hanover College",2,11161,11611,0.6929,0.4,0.625,0.75,0,0,0.6,0.7778,0.7857,21500,23125,26500,NA,NA,46400,0.2929,0.0679,-0.0571,0.6929,0.6929,0.0929,-0.0849000000000001,-0.0928,NA,NA
"1188",1188,"J Michael Harrold Beauty Academy",3,4225,3445,NA,NA,NA,NA,NA,NA,NA,NA,NA,5600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1189",1189,"Holy Cross College",2,12635,5319,0.3289,0.1429,0.3636,0.6667,0,1,NA,0.2222,NA,17000,12750,10996.5,39200,43100,47300,0.186,-0.0347,-0.3378,0.3289,-0.6711,NA,0.1067,NA,0.171247357293869,0.0887949260042283
"1190",1190,"PJ's College of Cosmetology-Clarksville",3,7089,8128,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1191",1191,"Huntington University",2,11041,9279,0.5823,0.2857,0.75,1,0,NA,0.8,0.8571,NA,22000,21747,21875,NA,NA,35700,0.2966,-0.1677,-0.4177,0.5823,NA,-0.2177,-0.2748,NA,NA,NA
"1192",1192,"Ivy Tech Community College",1,2043,3754,NA,NA,NA,NA,NA,NA,NA,NA,NA,6047.5,6516,5500,27600,35700,37800,NA,NA,NA,NA,NA,NA,NA,NA,0.26984126984127,0.0555555555555556
"1193",1193,"Indiana University-Purdue University-Fort Wayne",1,5643,7804,0.2714,0.0909,0.3333,0.2857,0.375,0,0.2917,0.6429,0.1053,16606.5,15113.5,12625,34600,40200,41200,0.1805,-0.0619,-0.0143,-0.1036,0.2714,-0.0203,-0.3715,0.1661,0.160194174757282,0.0242718446601942
"1194",1194,"Indiana University-Purdue University-Indianapolis",1,10593,15469,0.4297,0.3728,0.4375,0.5686,0.2,0,0.5,0.5778,0.3721,14829,15250,13575,49900,44600,47200,0.0569,-0.00779999999999997,-0.1389,0.2297,0.4297,-0.0703,-0.1481,0.0576,-0.0572033898305085,0.0550847457627119
"1195",1195,"Harrison College-Indianapolis",3,16098,4458,0.5714,0,1,NA,NA,NA,NA,NA,0.3182,9500,15834,15638,22700,30600,30100,0.5714,-0.4286,NA,NA,NA,NA,NA,0.2532,0.245847176079734,-0.0166112956810631
"1196",1196,"University of Indianapolis",2,13502,8185,0.5712,0.2375,0.55,0.25,0,NA,0.1875,0.5,0.3636,17500,21287.5,20900,37700,42300,49000,0.3337,0.0212,0.3212,0.5712,NA,0.3837,0.0712,0.2076,0.230612244897959,0.136734693877551
"1197",1197,"Indiana Institute of Technology",2,6364,3392,0.675,0.4783,0.75,1,NA,NA,0.6667,0.7143,0.1729,9500,16000,14250,34100,45500,55300,0.1967,-0.075,-0.325,NA,NA,0.00830000000000009,-0.0393,0.5021,0.383363471971067,0.177215189873418
"1198",1198,"University of Southern Indiana",1,5288,6024,0.4287,0.1711,0.2703,0.5926,0.2727,0.5,NA,0.375,0.3182,11000,14250,14714.5,34400,37900,40500,0.2576,0.1584,-0.1639,0.156,-0.0713,NA,0.0537,0.1105,0.150617283950617,0.0641975308641975
"1199",1199,"Indiana State University",1,5726,7289,0.4356,0.2639,0.3,0.3571,0.1667,NA,0.3696,0.44,0.3333,10571,11747.5,13000,36400,37800,41900,0.1717,0.1356,0.0785,0.2689,NA,0.066,-0.00440000000000002,0.1023,0.13126491646778,0.0978520286396181
"1200",1200,"Indiana University-Kokomo",1,4931,5500,0.2876,0.2727,0.25,0,0,0,1,NA,0.0833,11827,12000,11000,31800,39600,42400,0.0149,0.0376,0.2876,0.2876,0.2876,-0.7124,NA,0.2043,0.25,0.0660377358490566
"1201",1201,"Indiana University-South Bend",1,5284,7553,0.2675,0.1884,0.283,0.4286,0,0,0.0909,0.4167,0.1081,14020,14114.5,10250,32600,38000,39600,0.0791,-0.0155,-0.1611,0.2675,0.2675,0.1766,-0.1492,0.1594,0.176767676767677,0.0404040404040404
"1202",1202,"Indiana University-Bloomington",1,16449,13730,0.791,0.5889,0.696,0.7993,0.7857,1,0.8571,0.6912,0.6,15291,19500,19500,49300,49900,56300,0.2021,0.0950000000000001,-0.00829999999999997,0.00530000000000008,-0.209,-0.0660999999999999,0.0998,0.191,0.124333925399645,0.113676731793961
"1203",1203,"Indiana University-Northwest",1,5147,6340,0.3244,0.0794,0.2931,0.2857,NA,NA,0.5,NA,0.1714,15300.5,15500,10469,35100,40300,44800,0.245,0.0313,0.0387,NA,NA,-0.1756,NA,0.153,0.216517857142857,0.100446428571429
"1204",1204,"Indiana University-Southeast",1,5274,6754,0.3329,0.0816,0.2857,0.5714,0,NA,0.2,0.6667,0.1481,11250,10695,10333,32500,37400,41200,0.2513,0.0472,-0.2385,0.3329,NA,0.1329,-0.3338,0.1848,0.211165048543689,0.0922330097087379
"1205",1205,"Indiana University-East",1,4932,5445,0.2748,0.3333,0,NA,0,NA,0,1,0.1429,12500,13181,11000,27800,35500,40000,-0.0585,0.2748,NA,0.2748,NA,0.2748,-0.7252,0.1319,0.305,0.1125
"1206",1206,"International Business College-Fort Wayne",3,14080,4142,0.7597,0.75,0.4444,NA,NA,NA,NA,NA,1,11198.5,12000,11900,24900,28500,29600,0.00970000000000004,0.3153,NA,NA,NA,NA,NA,-0.2403,0.158783783783784,0.0371621621621622
"1207",1207,"International Business College-Indianapolis",3,17753,4779,NA,NA,NA,NA,NA,NA,NA,NA,NA,11198.5,12000,11900,24900,28500,29600,NA,NA,NA,NA,NA,NA,NA,NA,0.158783783783784,0.0371621621621622
"1208",1208,"ITT Technical Institute-Nashville",3,18701,2594,0.33,0.3488,0.25,0,0,NA,NA,NA,0.5,12667,17014,17000,38200,46300,47200,-0.0188,0.08,0.33,0.33,NA,NA,NA,-0.17,0.190677966101695,0.0190677966101695
"1209",1209,"ITT Technical Institute-Fort Wayne",3,20758,4407,0.3418,0.5,0,NA,NA,NA,NA,NA,1,12667,17014,17000,38200,46300,47200,-0.1582,0.3418,NA,NA,NA,NA,NA,-0.6582,0.190677966101695,0.0190677966101695
"1210",1210,"ITT Technical Institute-Indianapolis",3,15197,2310,0.2444,0.1087,0.25,1,NA,NA,NA,NA,0.1388,12667,17014,17000,38200,46300,47200,0.1357,-0.00559999999999999,-0.7556,NA,NA,NA,NA,0.1056,0.190677966101695,0.0190677966101695
"1211",1211,"J Everett Light Career Center",1,10015,4651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212",1212,"Knox Beauty College",3,2391,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213",1213,"Tricoci University of Beauty Culture-Lafayette",3,4755,2444,NA,NA,NA,NA,NA,NA,NA,NA,NA,8205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1214",1214,"Brown Mackie College-Merrillville",3,10744,3130,0.5085,0.5077,0.4211,1,0,NA,NA,NA,1,11093.5,14326,13000,27700,NA,NA,0.000799999999999912,0.0874,-0.4915,0.5085,NA,NA,NA,-0.4915,NA,NA
"1215",1215,"Brown Mackie College-Michigan City",3,9617,3991,0.25,0.2222,0.3333,NA,NA,NA,NA,NA,NA,11093.5,14326,13000,27700,NA,NA,0.0278,-0.0833,NA,NA,NA,NA,NA,NA,NA,NA
"1216",1216,"Empire Beauty School-Indianapolis",3,8228,5588,NA,NA,NA,NA,NA,NA,NA,NA,NA,7137,7665,8300,24600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1217",1217,"Lincoln College of Technology-Indianapolis",3,13975,6803,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,10440,9344,27000,34900,38800,NA,NA,NA,NA,NA,NA,NA,NA,0.304123711340206,0.100515463917526
"1218",1218,"Manchester University",2,12621,8996,0.5607,0.35,0.4167,0,0.5,NA,0.5,0.75,1,14750,19000,20373,40800,39500,42300,0.2107,0.144,0.5607,0.0607,NA,0.0607,-0.1893,-0.4393,0.0354609929078014,0.066193853427896
"1219",1219,"Marian University",2,15868,12364,0.5534,0.5313,0.3333,0,0,NA,NA,0.6667,0.5714,20750,23800,21500,38200,44200,47300,0.0221,0.2201,0.5534,0.5534,NA,NA,-0.1133,-0.018,0.192389006342495,0.06553911205074
"1220",1220,"Indiana Wesleyan University-Marion",2,9769,3941,0.6484,0.5115,0.5854,0.8,0,0.5,0.7,1,0.25,12500,20113,20833,40400,49300,59900,0.1369,0.0629999999999999,-0.1516,0.6484,0.1484,-0.0516,-0.3516,0.3984,0.325542570951586,0.176961602671119
"1221",1221,"Martin University",2,10120,5801,0.3333,0.0667,NA,NA,NA,NA,NA,NA,NA,14939.5,NA,NA,20000,NA,NA,0.2666,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1222",1222,"Masters of Cosmetology College",3,6253,1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,9100,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1223",1223,"Anabaptist Mennonite Biblical Seminary",2,6274,21898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224",1224,"Merrillville Beauty College",3,5767,7026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1225",1225,"Brown Mackie College-South Bend",3,10853,4582,0.3571,0.3269,0.3,1,NA,NA,NA,NA,0,11093.5,14326,13000,27700,NA,NA,0.0301999999999999,0.0571,-0.6429,NA,NA,NA,NA,0.3571,NA,NA
"1226",1226,"Mid-America College of Funeral Service",2,4411,4528,0.875,0.6,NA,NA,NA,NA,NA,NA,NA,12666,NA,NA,NA,NA,NA,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227",1227,"West Michigan College of Barbering and Beauty",3,3152,1001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1228",1228,"University of Notre Dame",2,22629,26632,0.9617,0.9057,0.974,0.9159,1,NA,0.9643,0.902,0.8889,19000,19000,21050,109300,84800,85200,0.056,-0.0123,0.0458,-0.0383,NA,-0.00260000000000005,0.0597,0.0728,-0.282863849765258,0.00469483568075117
"1229",1229,"Oakland City University",2,12194,6119,0.6082,0.5625,0,NA,0.5,0,1,0.5714,0.5882,10250,9500,15171.5,27800,41600,44000,0.0457,0.6082,NA,0.1082,0.6082,-0.3918,0.0367999999999999,0.02,0.368181818181818,0.0545454545454545
"1230",1230,"PJ's College of Cosmetology-Richmond",3,4802,5234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1231",1231,"Purdue University-Calumet Campus",1,7138,7768,0.3631,0.1318,0.3542,0.4545,NA,0,0.3125,0.2778,NA,16728,14383.5,13000,36500,45900,47200,0.2313,0.00889999999999996,-0.0914,NA,0.3631,0.0506,0.0853,NA,0.226694915254237,0.0275423728813559
"1232",1232,"Purdue University-North Central Campus",1,4856,5080,0.2488,0.2623,0.0789,0.2,0.25,NA,NA,0.5,0.25,12419,11062,12000,35200,40000,46700,-0.0135,0.1699,0.0488,-0.00120000000000001,NA,NA,-0.2512,-0.00120000000000001,0.246252676659529,0.143468950749465
"1233",1233,"Ravenscroft Beauty College",3,4403,2591,NA,NA,NA,NA,NA,NA,NA,NA,NA,6722,7389,6611,16600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234",1234,"Rogers Academy of Hair Design",3,5950,2313,NA,NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1235",1235,"Rose-Hulman Institute of Technology",2,23137,20942,0.747,0.5,0.2727,0.9231,0,0.5,0.5909,0.5,NA,28875,27000,24503,74900,78500,79700,0.247,0.4743,-0.1761,0.747,0.247,0.1561,0.247,NA,0.0602258469259724,0.0150564617314931
"1236",1236,"Rudae's School of Beauty Culture-Kokomo",3,8194,4107,NA,NA,NA,NA,NA,NA,NA,NA,NA,6811,8633.5,9833,16100,17800,20400,NA,NA,NA,NA,NA,NA,NA,NA,0.21078431372549,0.127450980392157
"1237",1237,"University of Saint Francis-Fort Wayne",2,14158,7011,0.5606,0.125,0.3571,0,0,NA,0.25,0.3333,0,18500,19500,19274,39000,41400,46900,0.4356,0.2035,0.5606,0.5606,NA,0.3106,0.2273,0.5606,0.168443496801706,0.11727078891258
"1238",1238,"Saint Josephs College",2,7930,6227,0.4915,0.2105,0.5882,0.6667,0,NA,0,NA,NA,16000,18295,16825,38100,41900,45000,0.281,-0.0967,-0.1752,0.4915,NA,0.4915,NA,NA,0.153333333333333,0.0688888888888889
"1239",1239,"Saint Mary-of-the-Woods College",2,12408,10603,0.4051,0,1,NA,NA,NA,NA,NA,0.6,16153,19653,20000,29800,31300,37900,0.4051,-0.5949,NA,NA,NA,NA,NA,-0.1949,0.213720316622691,0.174142480211082
"1240",1240,"Saint Mary's College",2,17442,14546,0.8225,0.6667,0.7714,0.6667,1,NA,0.8,0.6,0.7273,22499,27000,25000,NA,NA,51200,0.1558,0.0511,0.1558,-0.1775,NA,0.0225,0.2225,0.0952000000000001,NA,NA
"1241",1241,"Brightwood College-Hammond",3,10060,2972,NA,NA,NA,NA,NA,NA,NA,NA,NA,8690,6996,7638.5,23600,30500,30100,NA,NA,NA,NA,NA,NA,NA,NA,0.215946843853821,-0.0132890365448505
"1242",1242,"Saint Meinrad School of Theology",2,20175,15394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1243",1243,"Saint Elizabeth School of Nursing",2,2595,9242,NA,NA,NA,NA,NA,NA,NA,NA,NA,26012.5,23250,16000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1244",1244,"Taylor University",2,16781,10270,0.7463,0.5455,0.8182,0.8889,NA,NA,0.8,0.6667,0,18410,19500,19500,39000,40000,45200,0.2008,-0.0719000000000001,-0.1426,NA,NA,-0.0537000000000001,0.0796,0.7463,0.13716814159292,0.115044247787611
"1245",1245,"Trine University",2,14191,7598,0.5788,0.3125,0.2857,0.4,0.5,NA,NA,0.6,0.4651,14237,19561.5,19000,34900,42500,48900,0.2663,0.2931,0.1788,0.0788,NA,NA,-0.0212,0.1137,0.286298568507157,0.130879345603272
"1246",1246,"Valparaiso University",2,17219,10528,0.7122,0.2222,0.5833,0.5,0.3333,0.3333,0.8333,0.5714,0.5,23000,26250,23000,47900,53800,55800,0.49,0.1289,0.2122,0.3789,0.3789,-0.1211,0.1408,0.2122,0.1415770609319,0.03584229390681
"1247",1247,"Vincennes Beauty College",3,7293,2580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1248",1248,"Vincennes University",1,2869,5454,0.2753,0.0443,0.0625,0.125,0.25,NA,0.3,0.125,0.12,8664,9500,9500,29600,36100,37800,0.231,0.2128,0.1503,0.0253,NA,-0.0247,0.1503,0.1553,0.216931216931217,0.044973544973545
"1249",1249,"Wabash College",2,15784,15009,0.7857,0.5714,0.3636,0.6667,0.5,NA,1,0.7333,0.2,21000,21000,21000,NA,NA,65900,0.2143,0.4221,0.119,0.2857,NA,-0.2143,0.0524,0.5857,NA,NA
"1250",1250,"Allen College",2,17166,8634,0.75,NA,NA,NA,NA,NA,NA,NA,NA,18750,17829.5,14769.5,NA,NA,52900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1251",1251,"AIB College of Business",2,8658,3604,0.5648,0.5,0.4,0.5,NA,NA,NA,NA,0.625,11410,11278,11585,32300,41600,43900,0.0648,0.1648,0.0648,NA,NA,NA,NA,-0.0602,0.264236902050114,0.0523917995444191
"1252",1252,"Briar Cliff University",2,12414,6604,0.4901,0.35,0.3182,0.6667,0.3333,1,1,NA,NA,14000,14000,15000,36400,38500,47500,0.1401,0.1719,-0.1766,0.1568,-0.5099,-0.5099,NA,NA,0.233684210526316,0.189473684210526
"1253",1253,"Buena Vista University",2,10990,7185,0.4789,0.5,0.3636,0.25,NA,NA,0.3333,0.3077,NA,17500,17250,15000,35100,40000,45500,-0.0211,0.1153,0.2289,NA,NA,0.1456,0.1712,NA,0.228571428571429,0.120879120879121
"1254",1254,"Capri College-Dubuque",3,6173,6080,NA,NA,NA,NA,NA,NA,NA,NA,NA,6987.5,9721,7600,19700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1255",1255,"Capri College-Cedar Rapids",3,5962,3694,NA,NA,NA,NA,NA,NA,NA,NA,NA,7048,7600,7600,22200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1256",1256,"American College of Hairstyling-Cedar Rapids",3,6879,26091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1257",1257,"Central College",2,15272,13075,0.6923,0.3333,0.6667,0.5714,NA,NA,0.5,NA,0.3333,23833,26995,23500,40600,50500,48600,0.359,0.0256000000000001,0.1209,NA,NA,0.1923,NA,0.359,0.164609053497942,-0.0390946502057613
"1258",1258,"Clarke University",2,16331,8648,0.7838,1,0.6,NA,NA,NA,0.25,0.7143,0.7174,22000,19422,19000,39000,45200,45900,-0.2162,0.1838,NA,NA,NA,0.5338,0.0695,0.0664,0.150326797385621,0.0152505446623094
