"","INSTNM","CONTROL","TUITFTE","INEXPFTE","C150_4_WHITE","C150_4_BLACK","gap_completion_white_black"
"3395","Temple University",1,20016,12889,0.7188,0.6557,0.0877851975514748
"3396","Thiel College",2,13022,7217,0.5,0.1053,0.7894
"3404","Ursinus College",2,20530,13593,0.8298,0.6923,0.165702578934683
"3405","University of Valley Forge",2,13406,6596,0.5049,0.5,0.00970489205783326
"3408","Villanova University",2,26473,15732,0.9076,0.7778,0.143014543851917
"3411","Washington & Jefferson College",2,21989,14530,0.7716,0.6923,0.10277345775013
"3412","Waynesburg University",2,12351,8616,0.5897,0.4444,0.246396472782771
"3414","West Chester University of Pennsylvania",1,8975,7851,0.6861,0.5373,0.216878006121557
"3417","Westminster College",2,12104,8960,0.7927,0.3,0.621546612842185
"3420","Widener University-Main Campus",2,21470,13704,0.5558,0.3421,0.384490824037423
"3421","Wilkes University",2,15692,8243,0.5914,0.3214,0.456543794386202
"3422","Wilson College",2,11662,10092,0.4521,0.3333,0.262773722627737
"3424","York College Pennsylvania",2,13702,8285,0.616,0.4865,0.210227272727273
"3428","Brown University",2,30816,33278,0.9539,0.9863,-0.0339658245099067
"3429","Bryant University",2,24035,9281,0.7846,0.7308,0.0685699719602345
"3430","Johnson & Wales University-Providence",2,14467,5663,0.5837,0.5258,0.0991947918451258
"3431","New England Institute of Technology",2,16865,8775,0.5159,0.3051,0.40860631905408
"3434","Providence College",2,24528,12912,0.8773,0.8182,0.0673657813746722
"3435","Rhode Island College",1,6297,7544,0.4335,0.3529,0.185928489042676
"3437","University of Rhode Island",1,12695,8202,0.6163,0.4857,0.211909784196008
"3438","Rhode Island School of Design",2,36379,23184,0.9231,0.7143,0.226194345141371
"3439","Roger Williams University",2,20789,16533,0.6291,0.125,0.801303449372119
"3440","Salve Regina University",2,18905,8474,0.6856,0.7,-0.0210035005834305
"3443","Northpoint Bible College",2,11024,3934,0.625,0.3333,0.46672
"3445","Allen University",2,9347,5220,1,0.3118,0.6882
"3446","Anderson University",2,12871,5479,0.5606,0.2059,0.632714948269711
"3447","Charleston Southern University",2,11984,6179,0.4075,0.2383,0.41521472392638
"3450","Bob Jones University",3,10190,6692,0.7429,0.1818,0.755283349037556
"3451","Southern Wesleyan University",2,12201,6302,0.5263,0.2778,0.472164164924948
"3456","Citadel Military College of South Carolina",1,10986,9361,0.7015,0.6038,0.139272986457591
"3457","Claflin University",2,10439,7699,0.8,0.4815,0.398125
"3458","Clemson University",1,14109,11952,0.8408,0.6567,0.21895813510942
"3460","Coker College",2,11592,6067,0.5268,0.4242,0.194760820045558
"3461","Columbia International University",2,10344,6594,0.7429,0.25,0.663480953021941
"3462","Columbia College",2,11916,8566,0.5338,0.3725,0.302173098538779
"3463","Converse College",2,8503,6560,1,0.8571,0.1429
"3465","Erskine College",2,9095,7868,0.5094,0.8333,-0.635846093443267
"3468","Francis Marion University",1,5787,8702,0.3945,0.4169,-0.0567807351077312
"3474","Lander University",1,5622,5161,0.4942,0.372,0.24726831242412
"3475","Limestone College",2,11408,5196,0.269,0.2923,-0.0866171003717472
"3480","Newberry College",2,11014,6619,0.455,0.254,0.441758241758242
"3481","North Greenville University",2,6921,5010,0.5609,0.4333,0.227491531467285
"3484","Presbyterian College",2,15681,10008,0.6631,0.56,0.155481827778616
"3485","University of South Carolina-Aiken",1,5480,6588,0.3894,0.3558,0.0862865947611711
"3486","University of South Carolina-Beaufort",1,6769,6669,0.2585,0.3,-0.160541586073501
"3487","University of South Carolina-Columbia",1,10577,10729,0.7382,0.7381,0.000135464643727972
"3492","Coastal Carolina University",1,11646,8475,0.4528,0.4508,0.00441696113074205
"3493","South Carolina State University",1,9450,9363,0.3333,0.3842,-0.152715271527153
"3494","University of South Carolina-Upstate",1,5584,6624,0.3743,0.4194,-0.120491584290676
"3504","Winthrop University",1,8451,8526,0.5188,0.5357,-0.032575173477255
"3505","Wofford College",2,15800,10695,0.7775,0.8636,-0.110739549839228
"3507","Augustana University",2,12544,10732,0.6818,1,-0.466705778820769
"3509","Black Hills State University",1,6137,5968,0.3385,0.6667,-0.96957163958641
"3512","Dakota Wesleyan University",2,9594,5512,0.5116,0.25,0.511336982017201
"3521","Northern State University",1,5162,6889,0.4669,0.2222,0.524095095309488
"3525","South Dakota School of Mines and Technology",1,8909,10832,0.554,0.5,0.0974729241877257
"3526","South Dakota State University",1,7493,7951,0.5848,0.1538,0.737004103967168
"3533","University of South Dakota",1,7037,9166,0.5808,0.3529,0.392389807162534
"3539","Austin Peay State University",1,5850,7338,0.3846,0.2968,0.228289131565263
"3540","Baptist Memorial College of Health Sciences",2,12827,9268,0.5,0.2857,0.4286
"3541","Belmont University",2,22886,9317,0.705,0.6207,0.119574468085106
"3542","Bethel University",2,8685,6356,0.381,0.2414,0.366404199475066
"3543","Bryan College-Dayton",2,8695,4227,0.5365,0.5,0.0680335507921714
"3544","Carson-Newman University",2,13234,7223,0.5106,0.2093,0.59009009009009
"3546","Christian Brothers University",2,12812,6825,0.592,0.4416,0.254054054054054
"3552","Cumberland University",2,9184,5404,0.3831,0.3684,0.038371182458888
"3553","Lipscomb University",2,18048,9956,0.609,0.6,0.0147783251231527
"3555","Daymar Institute-Nashville",3,19098,7859,0.7,0.2222,0.682571428571428
"3557","East Tennessee State University",1,7690,12995,0.4402,0.2821,0.359154929577465
"3563","Welch College",2,9632,5619,0.4182,0.1429,0.658297465327594
"3564","Freed-Hardeman University",2,10319,6658,0.5163,0.5238,-0.0145264381173737
"3567","Hiwassee College",2,7997,3784,0.1875,0.125,0.333333333333333
"3572","Johnson University",2,7333,5568,0.6789,0.3333,0.509058771542201
"3574","King University",2,9653,4855,0.5966,0.4,0.329534026148173
"3575","South College",3,23219,10215,0.2571,0.5,-0.944768572539868
"3577","Lane College",2,9188,4728,1,0.3167,0.6833
"3579","Lee University",2,9839,5604,0.556,0.3043,0.452697841726619
"3580","Lincoln Memorial University",2,19297,12918,0.4641,0.5882,-0.267399267399267
"3582","Martin Methodist College",2,9818,5199,0.4013,0.4138,-0.0311487665088463
"3583","Maryville College",2,12304,6739,0.5458,0.5714,-0.0469036277024552
"3587","Memphis College of Art",2,15911,8870,0.5352,0.4286,0.199177877428999
"3589","University of Memphis",1,7951,9720,0.512,0.3285,0.3583984375
"3591","Middle Tennessee State University",1,6180,8512,0.4617,0.4606,0.00238249945852283
"3593","Milligan College",2,13610,6417,0.5986,0.5882,0.0173738723688608
"3601","O'More College of Design",2,17618,8418,0.8085,0.5,0.381570810142239
"3605","Rhodes College",2,18787,14453,0.8333,0.6098,0.268210728429137
"3611","Sewanee-The University of the South",2,21477,14760,0.7994,0.6875,0.139979984988742
"3619","Southern Adventist University",2,15274,9524,0.5361,0.4103,0.234657713113225
"3621","Tennessee Wesleyan College",2,10510,5304,0.4465,0.1429,0.679955207166853
"3622","The University of Tennessee-Chattanooga",1,5325,7065,0.416,0.3156,0.241346153846154
"3623","The University of Tennessee-Knoxville",1,10788,22579,0.7011,0.6013,0.142347739266866
"3624","The University of Tennessee-Martin",1,4800,8384,0.4958,0.3547,0.284590560709964
"3625","Fountainhead College of Technology",3,16016,5138,0.9429,1,-0.0605578534309047
"3627","Tennessee State University",1,6968,10204,0.5,0.4159,0.1682
"3628","Tennessee Technological University",1,5681,7404,0.5035,0.4225,0.160873882820258
"3629","Tennessee Temple University",2,7482,1694,0.2083,0.1111,0.466634661545847
"3630","Trevecca Nazarene University",2,12431,6894,0.5574,0.125,0.775744528166487
"3632","Tusculum College",2,9177,4227,0.41,0.2037,0.503170731707317
"3633","Union University",2,11153,8745,0.6946,0.2308,0.667722430175641
"3635","Vanderbilt University",2,22708,79372,0.9344,0.8857,0.052119006849315
"3641","Abilene Christian University",2,13974,8741,0.6518,0.3824,0.413316968395213
"3645","Angelo State University",1,6349,7413,0.3348,0.1905,0.431003584229391
"3648","The Art Institute of Houston",3,14453,4182,0.5313,0.5833,-0.0978731413514023
"3649","Austin College",2,15854,12064,0.7488,0.3333,0.554887820512821
"3656","Baylor University",2,20309,14139,0.7521,0.6419,0.146523068740859
"3659","Remington College-Dallas Campus",2,10538,5379,0.7388,0.6036,0.182999458581483
"3661","Brazosport College",1,3773,9283,0.1818,0.2143,-0.178767876787679
"3668","Concordia University-Texas",2,14210,6097,0.3056,0.4167,-0.363547120418848
"3671","Texas A & M University-Corpus Christi",1,6793,6456,0.3983,0.3288,0.174491589254331
"3674","Dallas Baptist University",2,15354,8737,0.5616,0.4375,0.220975783475783
"3675","Dallas Christian College",2,11710,5122,0.4762,0.25,0.475010499790004
"3680","Career Point College",3,15959,4864,0.8337,0.8641,-0.0364639558594218
"3681","East Texas Baptist University",2,13523,8050,0.439,0.1818,0.585876993166287
"3683","Texas A & M University-Commerce",1,7175,7619,0.5125,0.4963,0.0316097560975609
"3690","South University-The Art Institute of Dallas",3,13919,5458,0.2828,0.2,0.292786421499293
"3695","Hallmark University",2,12716,3621,0.4762,0.381,0.199916001679966
"3696","Hardin-Simmons University",2,11967,10505,0.5559,0.2632,0.526533549199496
"3699","Houston Baptist University",2,13550,6839,0.5375,0.2923,0.456186046511628
"3702","University of Houston-Downtown",1,5906,4396,0.1831,0.1236,0.324959038776625
"3704","University of Houston",1,9891,7993,0.4935,0.355,0.2806484295846
"3706","Howard Payne University",2,10556,7529,0.4865,0.1515,0.688591983556012
"3707","Huston-Tillotson University",2,12145,6888,0.4286,0.2986,0.303313112459169
"3708","University of the Incarnate Word",2,15016,6935,0.487,0.3559,0.269199178644764
"3711","ITT Technical Institute-Arlington",3,16639,2064,0.4468,0.2444,0.452999104744852
"3712","ITT Technical Institute-Houston West",3,17000,1601,0.7778,0.6129,0.212008228336333
"3714","Jarvis Christian College",2,1893,9730,0.3333,0.1338,0.598559855985599
"3717","Lamar University",1,6651,4753,0.4113,0.2205,0.463894967177243
"3724","LeTourneau University",2,15159,8285,0.5088,0.3,0.410377358490566
"3727","Lubbock Christian University",2,11751,6404,0.4975,0.1765,0.645226130653266
"3729","University of Mary Hardin-Baylor",2,18681,8668,0.5,0.4118,0.1764
"3731","McMurry University",2,13139,9561,0.4185,0.25,0.402628434886499
"3734","Midland College",1,2744,6732,0.1852,0.1714,0.0745140388768899
"3735","Midwestern State University",1,6322,8527,0.4714,0.3279,0.304412388629614
"3737","Wade College",3,12537,3311,0.6071,0.6522,-0.0742875967715369
"3746","University of North Texas",1,8076,8373,0.5085,0.4734,0.0690265486725663
"3748","Northwood University-Texas",2,12333,5795,0.5172,0.2105,0.593000773395205
"3754","Our Lady of the Lake University",2,15950,8470,0.3667,0.25,0.318243796018544
"3755","The University of Texas Rio Grande Valley",1,3941,5949,0.3537,0.1765,0.500989539157478
"3756","The University of Texas at Brownsville",1,3469,4828,0.3947,0.1667,0.577653914365341
"3760","Prairie View A & M University",1,5322,6662,0.4,0.3742,0.0645000000000001
"3763","Rice University",2,21358,40056,0.9096,0.9032,0.00703605980650831
"3766","Saint Edward's University",2,22563,9863,0.6576,0.6136,0.0669099756690996
"3768","University of St Thomas",2,16905,11944,0.4884,0.6923,-0.417485667485668
"3769","Sam Houston State University",1,7273,5925,0.5414,0.5105,0.0570742519394164
"3774","St Mary's University",2,22369,13438,0.6552,0.6667,-0.0175518925518925
"3780","Southern Methodist University",2,25697,16035,0.7819,0.6557,0.16140171377414
"3783","Southwestern Assemblies of God University",2,11536,4857,0.4364,0.3125,0.283913840513291
"3784","Southwestern University",2,16438,12803,0.7381,0.7143,0.032244953258366
"3785","Stephen F Austin State University",1,6311,6816,0.4894,0.3603,0.263792398855742
"3786","Texas State University",1,7237,6511,0.5752,0.561,0.0246870653685674
"3787","Southwestern Adventist University",2,14350,10119,0.3158,0.375,-0.187460417986067
"3789","Sul Ross State University",1,4104,6409,0.2661,0.1282,0.518226230740323
"3790","Tarleton State University",1,6117,6957,0.4606,0.2879,0.374945722970039
"3798","Texas A & M University-Kingsville",1,6090,6289,0.4175,0.2619,0.372694610778443
"3799","Texas A & M University-College Station",1,9515,14943,0.8139,0.6613,0.187492320923946
"3800","The University of Texas at Arlington",1,7387,6322,0.3822,0.4035,-0.055729984301413
"3801","The University of Texas at Austin",1,10165,16749,0.8364,0.6898,0.175274988043998
"3802","The University of Texas at Dallas",1,10462,10407,0.6782,0.5,0.262754349749336
"3803","The University of Texas at El Paso",1,5661,6847,0.3409,0.2,0.413317688471693
"3806","Texas Christian University",2,24866,14768,0.78,0.5773,0.259871794871795
"3809","Texas Lutheran University",2,12176,8384,0.5021,0.2955,0.411471818362876
"3810","The University of Texas of the Permian Basin",1,6767,8174,0.3861,0.25,0.352499352499352
"3811","The University of Texas at San Antonio",1,7653,6866,0.2928,0.3763,-0.285177595628415
"3813","Texas Southern University",1,5996,9693,0.25,0.1536,0.3856
"3814","Texas Tech University",1,8792,7046,0.6026,0.5256,0.127779621639562
"3816","Texas Wesleyan University",2,18437,10124,0.4394,0.2368,0.461083295402822
"3817","Texas Woman's University",1,5487,6844,0.482,0.3365,0.301867219917012
"3818","Trinity University",2,17509,20116,0.8259,0.9286,-0.124349194817775
"3830","Wayland Baptist University",2,8676,7435,0.3652,0.3,0.178532311062432
"3832","West Texas A & M University",1,6029,6645,0.4508,0.2462,0.453859804791482
"3835","Wiley College",2,7815,5044,1,0.1963,0.8037
"3838","Brigham Young University-Provo",2,5763,15124,0.7978,0.5455,0.316244672850338
"3839","Brigham Young University-Hawaii",2,3088,12569,0.5063,0.5,0.0124432154848903
"3845","Dixie State University",1,4557,4147,0.3723,0.0833,0.776255707762557
"3849","Eagle Gate College-Murray",3,11163,3553,0.5211,1,-0.919017463058914
"3850","ITT Technical Institute-Murray",3,19215,2150,0.3962,1,-1.52397778899546
"3852","Everest College-Salt Lake City",3,10011,8254,0.5198,0.5,0.0380915736821855
"3854","Snow College",1,2147,5841,0.4067,0.1667,0.590115564298008
"3855","Southern Utah University",1,7753,7872,0.5252,0.4211,0.198210205635948
"3856","Stevens-Henager College",2,17142,5223,0.3458,0.3333,0.036148062463852
"3859","Utah State University",1,5160,8365,0.5128,0.4118,0.196957878315133
"3860","Utah Valley University",1,4537,4839,0.3277,0.0526,0.839487335978029
"3862","University of Utah",1,10088,12899,0.623,0.6087,0.0229534510433387
"3864","Westminster College",2,19247,11475,0.5952,0.5,0.15994623655914
"3865","Bennington College",2,28727,20658,0.6582,0.6667,-0.0129140079003342
"3867","Castleton University",1,12568,7639,0.4823,1,-1.07339829981339
"3868","Champlain College",2,22274,8502,0.6132,0.3333,0.456457925636008
"3870","Goddard College",2,23221,12978,0.375,1,-1.66666666666667
"3871","Green Mountain College",2,14289,7418,0.4839,0.4286,0.114279809878074
"3872","Johnson State College",1,10947,8716,0.3629,0.25,0.31110498759989
"3875","Middlebury College",2,42962,24640,0.9431,0.9048,0.0406107517760577
"3876","New England Culinary Institute",3,18485,7533,0.4863,0.1667,0.657207485091507
"3877","Norwich University",2,15569,7955,0.5864,0.3333,0.431616643929059
"3879","Saint Michael's College",2,23692,10461,0.8023,0.8,0.00286675807054714
"3881","College of St Joseph",2,22666,12504,0.5429,0.125,0.769755019340578
"3882","Southern Vermont College",2,12363,4560,0.3945,0.25,0.366286438529785
"3885","Vermont Technical College",1,13044,16336,0.5507,0.4,0.273651715997821
"3886","University of Vermont",1,22431,16893,0.7685,0.6,0.219258295380612
"3889","Averett University",2,15658,10312,0.4505,0.1957,0.565593784683685
"3891","Bluefield College",2,10384,4143,0.5385,0.5,0.0714948932219127
"3892","Bridgewater College",2,11212,5651,0.6263,0.5946,0.0506147213795305
"3893","College of William and Mary",1,17527,13546,0.9245,0.8614,0.0682531097890751
"3894","Regent University",2,13846,7864,0.5526,0.4,0.276149113282664
"3897","Christopher Newport University",1,7048,8550,0.6901,0.6579,0.0466599043616867
"3899","Bryant & Stratton College-Virginia Beach",3,13772,2314,0.1667,0.2632,-0.578884223155369
"3901","Jefferson College of Health Sciences",2,17272,10849,0.569,0.7,-0.230228471001758
"3905","Centura College-Virginia Beach",3,21575,2971,0.8129,0.7181,0.116619510394883
"3906","Emory & Henry College",2,11627,10689,0.5078,0.35,0.31075226467113
"3907","Eastern Mennonite University",2,15633,11522,0.6712,0.3,0.553039332538737
"3909","Ferrum College",2,14135,6628,0.2908,0.2059,0.291953232462173
"3910","George Mason University",1,11077,12466,0.655,0.6585,-0.0053435114503816
"3912","Hampden-Sydney College",2,15559,13194,0.6894,0.5,0.274731650710763
"3913","Hampton University",2,11363,8563,0.4,0.6678,-0.6695
"3914","Hollins University",2,11138,15806,0.6299,0.4444,0.294491189077631
"3916","James Madison University",1,8864,8505,0.8333,0.7817,0.0619224768990761
"3919","Liberty University",2,10111,2350,0.558,0.2485,0.554659498207885
"3920","Longwood University",1,6590,7687,0.676,0.4889,0.276775147928994
"3922","Lynchburg College",2,15745,10266,0.5583,0.5429,0.0275837363424682
"3924","Mary Baldwin College",2,11499,8542,0.4477,0.3382,0.244583426401608
"3925","University of Mary Washington",1,7402,7328,0.7526,0.7143,0.0508902471432368
"3926","Marymount University",2,19280,8835,0.4971,0.507,-0.019915509957755
"3929","American National University",3,9301,5174,0.4348,0.3467,0.202621895124195
"3933","Norfolk State University",1,4527,7830,0.25,0.3359,-0.3436
"3935","Old Dominion University",1,6401,8498,0.5144,0.5171,-0.00524883359253506
"3941","Radford University",1,5943,7905,0.5976,0.5149,0.13838688085676
"3943","Randolph-Macon College",2,16253,9850,0.6199,0.5849,0.0564607194708825
"3944","Randolph College",2,11900,14248,0.4536,0.5,-0.102292768959436
"3949","University of Richmond",2,23844,16287,0.8577,0.95,-0.107613384633322
"3951","Roanoke College",2,15858,9685,0.6528,0.5263,0.193780637254902
"3953","Shenandoah University",2,16211,9066,0.5959,0.375,0.370699781842591
"3954","Southern Virginia University",2,11504,6590,0.3198,0.2,0.374609130706692
"3959","Strayer University-Virginia",3,17019,2151,0.2,0.1429,0.2855
"3960","Sweet Briar College",2,14994,21942,0.6786,0.4286,0.368405540819334
"3964","The University of Virginia's College at Wise",1,6069,8272,0.4943,0.2623,0.469350596803561
"3966","Virginia Polytechnic Institute and State University",1,12124,11178,0.8308,0.7523,0.0944872412132884
"3968","Virginia Commonwealth University",1,9971,12722,0.5861,0.5742,0.0203037024398565
"3969","University of Virginia-Main Campus",1,18767,16988,0.9508,0.8598,0.0957088767353807
"3970","Virginia Military Institute",1,12567,12896,0.7102,0.6296,0.113489157983667
"3973","Virginia State University",1,5481,8139,0.3182,0.4297,-0.350408548082967
"3975","Virginia Wesleyan College",2,16313,9304,0.4957,0.4714,0.0490215856364737
"3977","Washington and Lee University",2,27120,31496,0.8747,0.9333,-0.0669943980793415
"3978","Sanford-Brown College-Tysons Corner",3,19649,16268,0.4286,0.5714,-0.333177788147457
"3983","The Art Institute of Seattle",3,13584,5938,0.3352,0.0769,0.770584725536993
"3985","Bellevue College",1,3755,5155,0.2545,0.1,0.607072691552063
"3990","Central Washington University",1,6532,8475,0.5412,0.4286,0.208056171470806
"3991","Centralia College",1,1548,4862,0.3474,0.25,0.280368451352907
"3995","Clover Park Technical College",1,1284,4124,0.3806,0.1905,0.499474513925381
"3996","Columbia Basin College",1,1482,5492,0.2597,0.1667,0.358105506353485
"3997","Cornish College of the Arts",2,26086,20016,0.4932,0.6,-0.21654501216545
"3999","Eastern Washington University",1,7535,6934,0.4868,0.2821,0.42050123253903
"4003","The Evergreen State College",1,7492,8785,0.5683,0.5455,0.0401196551117368
"4006","Gonzaga University",2,19185,9857,0.8411,0.75,0.108310545713946
"4008","Green River College",1,4454,5845,0.3264,0.1613,0.505821078431373
"4010","Highline College",1,1876,5861,0.3122,0.2326,0.254964766175528
"4013","ITT Technical Institute-Seattle",3,17508,2376,0.4286,0.1,0.766682221185254
"4014","ITT Technical Institute-Spokane Valley",3,17220,1983,0.2923,0.5,-0.710571330824495
"4018","Lake Washington Institute of Technology",1,2576,6460,0.2881,0.25,0.132245748004165
"4024","North Seattle College",1,3619,6432,0.3333,0.125,0.624962496249625
"4025","Northwest University",2,14727,8442,0.5612,0.3333,0.406094084105488
"4026","Olympic College",1,3532,4627,0.282,0.1538,0.454609929078014
"4028","Pacific Lutheran University",2,18608,11937,0.7233,0.3684,0.49066777270842
"4030","University of Puget Sound",2,27917,18755,0.7778,0.6667,0.142838776034971
"4032","Saint Martin's University",2,14277,7237,0.5086,0.3333,0.344671647660244
"4033","South Seattle College",1,3333,6851,0.3091,0.2222,0.281138790035587
"4034","Seattle Central College",1,3911,6107,0.2282,0.175,0.233128834355828
"4036","Seattle Pacific University",2,19371,10181,0.7513,0.5833,0.223612405164382
"4037","Seattle University",2,25546,15163,0.7969,0.7885,0.0105408457773875
"4046","Walla Walla University",2,17229,10535,0.5804,0.4444,0.234321157822192
"4047","Washington State University",1,10933,9952,0.6843,0.6129,0.104340201665936
"4048","University of Washington-Seattle Campus",1,17415,24561,0.8454,0.7184,0.150224745682517
"4051","Western Washington University",1,8189,8911,0.7369,0.5,0.321481883566291
"4053","Whitman College",2,30363,19220,0.8732,0.8333,0.0456939990838295
"4054","Whitworth University",2,17141,9969,0.7598,0.6364,0.162411160831798
"4056","Alderson Broaddus University",2,9940,5771,0.4577,0.3333,0.271793751365523
"4061","Bethany College",2,11558,7689,0.4977,0.2273,0.543299176210569
"4062","Bluefield State College",1,2772,6763,0.3489,0.1905,0.453998280309544
"4065","University of Charleston",2,12238,6776,0.3575,0.2,0.440559440559441
"4067","Concord University",1,2669,5042,0.3487,0.1961,0.437625466016633
"4068","Davis & Elkins College",2,13114,7995,0.4222,0.2,0.526290857413548
"4069","Fairmont State University",1,3200,6375,0.3516,0.36,-0.023890784982935
"4070","Glenville State College",1,3829,6565,0.3739,0.1333,0.643487563519658
"4074","Marshall University",1,5955,8402,0.4483,0.3293,0.265447245148338
"4082","Ohio Valley University",2,7743,5986,0.3176,0.6667,-1.09918136020151
"4083","West Virginia University at Parkersburg",1,2493,5549,0.314,0.1111,0.646178343949045
"4084","Potomac State College of West Virginia University",1,5358,5270,0.2358,0.0633,0.731552162849873
"4086","Salem International University",3,20603,3031,0.3636,0.15,0.587458745874587
"4087","Shepherd University",1,5193,6032,0.411,0.2326,0.434063260340633
"4091","West Virginia State University",1,4344,7417,0.2727,0.2208,0.19031903190319
"4093","West Liberty University",1,5556,5416,0.4165,0.1429,0.656902761104442
"4094","West Virginia University Institute of Technology",1,6877,6765,0.2228,0.0333,0.850538599640934
"4101","West Virginia University",1,11898,11703,0.5803,0.4809,0.171290711700844
"4102","Wheeling Jesuit University",2,13801,6981,0.6392,0.6667,-0.0430225281602002
"4106","Alverno College",2,18323,7920,0.3876,0.3191,0.176728586171311
"4107","Madison Area Technical College",1,3820,15176,0.2603,0.1132,0.565117172493277
"4109","Beloit College",2,17863,15371,0.9279,0.9,0.0300678952473326
"4111","Cardinal Stritch University",2,12772,4521,0.5617,0.2,0.643938045219868
"4112","Carroll University",2,14957,6015,0.6205,0.3333,0.462852538275584
"4113","Carthage College",2,14858,9053,0.6387,0.4348,0.319242210740567
"4115","Concordia University-Wisconsin",2,13503,7646,0.6364,0.3333,0.476272784412319
"4116","Edgewood College",2,16336,7616,0.6293,0.5,0.205466391228349
"4121","ITT Technical Institute-Greenfield",3,16359,2503,0.5135,0.1803,0.64888023369036
"4122","Lakeland College",2,10252,5134,0.5318,0.4286,0.194057916509966
"4124","Lawrence University",2,20420,15289,0.8333,0.6667,0.199927997119885
"4126","Marian University",2,12995,6341,0.5948,0.2903,0.511936785474109
"4127","Marquette University",2,21044,10161,0.8135,0.6988,0.14099569760295
"4131","Milwaukee Institute of Art & Design",2,17906,8689,0.5809,0.3,0.483559993114133
"4132","Milwaukee School of Engineering",2,14970,11075,0.5655,0.375,0.336870026525199
"4134","Mount Mary University",2,14973,7872,0.6154,0.4386,0.287292817679558
"4141","Ripon College",2,13420,9719,0.7113,0.1667,0.765640376774919
"4143","Saint Norbert College",2,16434,8114,0.6996,0.5,0.285305889079474
"4144","Silver Lake College of the Holy Family",2,8047,7713,0.5,0.5,0
"4153","University of Wisconsin-Whitewater",1,6700,6055,0.5939,0.3729,0.372116517932312
"4157","University of Wisconsin-Eau Claire",1,7047,7221,0.7012,0.8333,-0.188391329150029
"4158","University of Wisconsin-Green Bay",1,5127,6040,0.5163,0.3636,0.295758280069727
"4159","University of Wisconsin-La Crosse",1,6955,6871,0.7165,0.6667,0.0695045359385905
"4160","Wisconsin Lutheran College",2,11638,8970,0.6579,0.1875,0.71500227998176
"4161","University of Wisconsin-Oshkosh",1,5823,7368,0.555,0.3,0.45945945945946
"4162","University of Wisconsin-Parkside",1,5140,6246,0.3143,0.1538,0.510658606426981
"4163","Herzing University-Madison",3,14423,5477,0.4227,0.5,-0.182872013248166
"4164","University of Wisconsin-Stout",1,6114,7528,0.5399,0.2778,0.485460270420448
"4165","University of Wisconsin-Superior",1,5742,7920,0.4247,1,-1.35460324935248
"4166","University of Wisconsin-Madison",1,11252,14367,0.8558,0.7045,0.17679364337462
"4167","University of Wisconsin-Milwaukee",1,8379,8619,0.4651,0.2017,0.566329821543754
"4168","University of Wisconsin-Platteville",1,6694,6008,0.5336,0.1081,0.797413793103448
"4169","University of Wisconsin-River Falls",1,6015,6743,0.5651,0.4,0.292160679525748
"4170","University of Wisconsin-Stevens Point",1,5919,6811,0.6183,0.2667,0.568655992236778
"4180","University of Wyoming",1,4549,14616,0.5576,0.2667,0.521700143472023
"4242","University of Puerto Rico-Carolina",1,1161,6124,0.3636,1,-1.75027502750275
"4249","University of Puerto Rico-Rio Piedras",1,1253,12073,0.5333,0.5,0.0624414025876617
"4260","University of the Virgin Islands",1,7966,9696,0.1111,0.2591,-1.33213321332133
"4261","Stanford University",2,24668,93146,0.9547,0.9485,0.00649418665549386
"4262","Purdue University-Main Campus",1,15397,16568,0.7409,0.6218,0.160750438655689
"4267","ITT Technical Institute-Sylmar",3,18101,2664,0.1765,0.25,-0.41643059490085
"4270","City College-Fort Lauderdale",2,16235,5766,0.5,0.3529,0.2942
"4280","Vatterott College-Berkeley",3,9090,1548,0.6667,0.4788,0.28183590820459
"4292","Mid-America Christian University",2,9777,2176,0.3043,0.4375,-0.437725928360171
"4293","Platt College-Tulsa",3,18520,10658,0.5891,0.4,0.320998132744865
"4319","Landmark College",2,35953,13565,0.2198,0.2857,-0.299818016378526
"4338","ECPI University",3,15641,7515,0.4348,0.3474,0.201011959521619
"4354","South University-Columbia",3,17178,6270,0.3333,0.1429,0.571257125712571
"4355","Everest University-Brandon",3,11279,3977,0.3159,0.2259,0.284900284900285
"4362","Platt College-Los Angeles",3,10485,5739,0.6667,1,-0.499925003749813
"4363","Platt College-Aurora",3,14077,7941,0.75,1,-0.333333333333333
"4364","Kaplan University-Davenport Campus",3,8545,1136,0.3261,0.08,0.754676479607482
"4365","Kaplan University-Cedar Falls Campus",3,7926,2176,0.4286,0.25,0.416705552963136
"4370","ITT Technical Institute-Arlington Heights",3,17758,2941,0.4615,0.1667,0.638786565547129
"4376","ITT Technical Institute-Troy",3,20284,2423,0.427,0.3065,0.282201405152225
"4382","Skyline College-Roanoke",3,21759,13336,0.4386,0.7273,-0.658230734154127
"4386","New College of Florida",1,2307,12918,0.7,1,-0.428571428571429
"4389","Le Cordon Bleu College of Culinary Arts-Scottsdale",3,7653,2071,0.5878,0.4474,0.238856753997958
"4412","University of Advancing Technology",3,21957,5015,0.2977,0.2667,0.104131676184078
"4452","Pennsylvania College of Technology",1,16354,11894,0.4495,0.1455,0.676307007786429
"4464","Southern Technical College",3,13141,4940,0.4494,0.3971,0.116377392078327
"4466","ITT Technical Institute-Norwood",3,17964,2283,0.3902,0.3889,0.00333162480779079
"4470","ITT Technical Institute-Knoxville",3,22158,2633,0.2381,0.2857,-0.199916001679966
