"","INSTNM","CONTROL","TUITFTE","INEXPFTE","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","gap_earnings_high_low","gap_earnings_high_mid","gap_earnings_mid_low"
"3425","YTI Career Institute-York",3,12780,3923,34200,38200,39900,0.142857142857143,0.0426065162907268,0.104712041884817
"3426","Yorktowne Business Institute",3,11073,4206,22100,26200,32700,0.324159021406728,0.198776758409786,0.156488549618321
"3428","Brown University",2,30816,33278,87200,76600,81400,-0.0712530712530713,0.058968058968059,-0.138381201044386
"3429","Bryant University",2,24035,9281,59200,71900,71700,0.174337517433752,-0.00278940027894003,0.17663421418637
"3430","Johnson & Wales University-Providence",2,14467,5663,34300,38700,42200,0.187203791469194,0.0829383886255924,0.113695090439276
"3431","New England Institute of Technology",2,16865,8775,35700,43000,45100,0.208425720620843,0.0465631929046563,0.169767441860465
"3434","Providence College",2,24528,12912,50900,67300,66800,0.238023952095808,-0.00748502994011976,0.243684992570579
"3435","Rhode Island College",1,6297,7544,37200,41400,43000,0.134883720930233,0.0372093023255814,0.101449275362319
"3436","Community College of Rhode Island",1,2947,5916,30300,36600,40500,0.251851851851852,0.0962962962962963,0.172131147540984
"3437","University of Rhode Island",1,12695,8202,45700,53200,56600,0.192579505300353,0.0600706713780919,0.140977443609023
"3438","Rhode Island School of Design",2,36379,23184,47800,48500,48300,0.010351966873706,-0.0041407867494824,0.0144329896907217
"3439","Roger Williams University",2,20789,16533,48000,48800,52000,0.0769230769230769,0.0615384615384615,0.0163934426229508
"3440","Salve Regina University",2,18905,8474,48800,48700,53000,0.0792452830188679,0.0811320754716981,-0.00205338809034908
"3446","Anderson University",2,12871,5479,32900,38100,39000,0.156410256410256,0.0230769230769231,0.136482939632546
"3447","Charleston Southern University",2,11984,6179,36700,39700,41900,0.124105011933174,0.0525059665871122,0.0755667506297229
"3449","Benedict College",2,10181,4074,22700,25300,28400,0.200704225352113,0.109154929577465,0.102766798418972
"3451","Southern Wesleyan University",2,12201,6302,35600,43300,55900,0.363148479427549,0.225402504472272,0.177829099307159
"3453","College of Charleston",1,12765,8994,43200,41900,48000,0.1,0.127083333333333,-0.0310262529832936
"3456","Citadel Military College of South Carolina",1,10986,9361,54600,53800,57200,0.0454545454545455,0.0594405594405594,-0.0148698884758364
"3457","Claflin University",2,10439,7699,27800,32500,36900,0.246612466124661,0.119241192411924,0.144615384615385
"3458","Clemson University",1,14109,11952,52700,56000,57700,0.0866551126516465,0.0294627383015598,0.0589285714285714
"3460","Coker College",2,11592,6067,28600,38100,43600,0.344036697247706,0.126146788990826,0.249343832020997
"3461","Columbia International University",2,10344,6594,34000,30000,31800,-0.0691823899371069,0.0566037735849057,-0.133333333333333
"3462","Columbia College",2,11916,8566,29500,34000,39500,0.253164556962025,0.139240506329114,0.132352941176471
"3463","Converse College",2,8503,6560,30800,33000,34700,0.112391930835735,0.0489913544668588,0.0666666666666667
"3466","Florence-Darlington Technical College",1,2573,4478,26300,32600,34900,0.246418338108883,0.0659025787965616,0.193251533742331
"3468","Francis Marion University",1,5787,8702,36700,37100,37600,0.023936170212766,0.0132978723404255,0.0107816711590297
"3469","Furman University",2,22158,18080,51500,54000,57200,0.0996503496503496,0.0559440559440559,0.0462962962962963
"3470","Greenville Technical College",1,3086,5740,29400,35800,38000,0.226315789473684,0.0578947368421053,0.17877094972067
"3471","Horry-Georgetown Technical College",1,3352,4362,27100,33300,36800,0.263586956521739,0.0951086956521739,0.186186186186186
"3474","Lander University",1,5622,5161,34200,35800,37400,0.0855614973262032,0.0427807486631016,0.0446927374301676
"3475","Limestone College",2,11408,5196,32400,43400,45200,0.283185840707965,0.0398230088495575,0.253456221198157
"3477","Medical University of South Carolina",1,16332,39537,124300,81100,86300,-0.440324449594438,0.0602549246813441,-0.532675709001233
"3478","Midlands Technical College",1,3938,5260,29100,34400,36700,0.20708446866485,0.0626702997275204,0.15406976744186
"3479","Morris College",2,10840,9093,23600,25900,30500,0.226229508196721,0.150819672131148,0.0888030888030888
"3480","Newberry College",2,11014,6619,29800,33500,37600,0.207446808510638,0.109042553191489,0.11044776119403
"3481","North Greenville University",2,6921,5010,30700,31900,32000,0.040625,0.003125,0.0376175548589342
"3482","Orangeburg Calhoun Technical College",1,2243,5640,26000,32500,34000,0.235294117647059,0.0441176470588235,0.2
"3483","Piedmont Technical College",1,2150,4113,24700,32000,33300,0.258258258258258,0.039039039039039,0.228125
"3485","University of South Carolina-Aiken",1,5480,6588,37600,41400,42800,0.121495327102804,0.0327102803738318,0.0917874396135266
"3486","University of South Carolina-Beaufort",1,6769,6669,32700,34200,36400,0.101648351648352,0.0604395604395604,0.043859649122807
"3487","University of South Carolina-Columbia",1,10577,10729,49400,48400,51600,0.0426356589147287,0.062015503875969,-0.0206611570247934
"3488","University of South Carolina-Lancaster",1,2431,5936,49400,48400,51600,0.0426356589147287,0.062015503875969,-0.0206611570247934
"3490","University of South Carolina-Sumter",1,2435,5854,29300,36800,40400,0.274752475247525,0.0891089108910891,0.203804347826087
"3492","Coastal Carolina University",1,11646,8475,35100,39600,43900,0.200455580865604,0.0979498861047836,0.113636363636364
"3493","South Carolina State University",1,9450,9363,30400,32900,32500,0.0646153846153846,-0.0123076923076923,0.0759878419452888
"3494","University of South Carolina-Upstate",1,5584,6624,37000,39200,41400,0.106280193236715,0.0531400966183575,0.0561224489795918
"3496","Spartanburg Methodist College",2,8452,3776,28900,31300,36600,0.210382513661202,0.144808743169399,0.0766773162939297
"3497","Spartanburg Community College",1,3040,4572,25300,32000,35600,0.289325842696629,0.101123595505618,0.209375
"3498","Central Carolina Technical College",1,2435,5742,26300,33500,34000,0.226470588235294,0.0147058823529412,0.214925373134328
"3501","Trident Technical College",1,3603,4529,30000,37900,40400,0.257425742574257,0.0618811881188119,0.20844327176781
"3502","Voorhees College",2,8211,7954,24600,33000,36100,0.318559556786704,0.0858725761772853,0.254545454545455
"3504","Winthrop University",1,8451,8526,36000,38600,40100,0.102244389027431,0.0374064837905237,0.0673575129533679
"3507","Augustana University",2,12544,10732,40500,45000,47000,0.138297872340426,0.0425531914893617,0.1
"3509","Black Hills State University",1,6137,5968,35700,37200,40700,0.122850122850123,0.085995085995086,0.0403225806451613
"3511","Dakota State University",1,7158,8374,36400,41300,47200,0.228813559322034,0.125,0.11864406779661
"3512","Dakota Wesleyan University",2,9594,5512,34000,36900,40600,0.16256157635468,0.0911330049261084,0.0785907859078591
"3514","Lake Area Technical Institute",1,2528,5615,35500,37300,37200,0.0456989247311828,-0.00268817204301075,0.0482573726541555
"3516","Mitchell Technical Institute",1,5632,6844,41500,41000,51000,0.186274509803922,0.196078431372549,-0.0121951219512195
"3517","Mount Marty College",2,9908,7255,34000,37800,38900,0.125964010282776,0.0282776349614396,0.100529100529101
"3518","National American University-Rapid City",3,13411,5067,30300,43300,56400,0.462765957446808,0.232269503546099,0.300230946882217
"3519","National American University-Sioux Falls",3,13965,2902,30300,43300,56400,0.462765957446808,0.232269503546099,0.300230946882217
"3521","Northern State University",1,5162,6889,31700,38500,41500,0.236144578313253,0.072289156626506,0.176623376623377
"3523","Presentation College",2,14077,5930,31300,38800,46800,0.331196581196581,0.170940170940171,0.193298969072165
"3525","South Dakota School of Mines and Technology",1,8909,10832,49400,56500,63600,0.223270440251572,0.111635220125786,0.125663716814159
"3526","South Dakota State University",1,7493,7951,41600,45400,48100,0.135135135135135,0.0561330561330561,0.0837004405286344
"3528","University of Sioux Falls",2,10931,6919,32700,43000,43500,0.248275862068966,0.0114942528735632,0.23953488372093
"3531","Southeast Technical Institute",1,5103,5192,34200,41100,40700,0.15970515970516,-0.00982800982800983,0.167883211678832
"3533","University of South Dakota",1,7037,9166,48400,46000,45600,-0.0614035087719298,-0.0087719298245614,-0.0521739130434783
"3534","Western Dakota Technical Institute",1,5848,4944,32100,40400,36200,0.113259668508287,-0.116022099447514,0.205445544554455
"3536","Aquinas College",2,13690,10033,39600,50500,66500,0.404511278195489,0.240601503759398,0.215841584158416
"3539","Austin Peay State University",1,5850,7338,34200,40400,40700,0.15970515970516,0.00737100737100737,0.153465346534653
"3540","Baptist Memorial College of Health Sciences",2,12827,9268,51200,56700,57400,0.10801393728223,0.0121951219512195,0.0970017636684303
"3541","Belmont University",2,22886,9317,48600,46600,45700,-0.0634573304157549,-0.0196936542669584,-0.0429184549356223
"3542","Bethel University",2,8685,6356,31800,44200,49300,0.354969574036511,0.103448275862069,0.280542986425339
"3543","Bryan College-Dayton",2,8695,4227,29500,39800,45200,0.347345132743363,0.119469026548673,0.258793969849246
"3544","Carson-Newman University",2,13234,7223,36800,38300,46700,0.211991434689507,0.179871520342612,0.0391644908616188
"3545","Chattanooga State Community College",1,3598,6551,27200,37100,38800,0.298969072164948,0.0438144329896907,0.266846361185984
"3546","Christian Brothers University",2,12812,6825,46300,48400,57500,0.194782608695652,0.158260869565217,0.0433884297520661
"3548","Cleveland State Community College",1,2469,4981,27000,35100,41900,0.355608591885442,0.162291169451074,0.230769230769231
"3549","Columbia State Community College",1,2921,5269,28800,35000,38000,0.242105263157895,0.0789473684210526,0.177142857142857
"3550","Concorde Career College-Memphis",3,12344,5739,22800,29800,28100,0.188612099644128,-0.0604982206405694,0.23489932885906
"3552","Cumberland University",2,9184,5404,35500,41600,44000,0.193181818181818,0.0545454545454545,0.146634615384615
"3553","Lipscomb University",2,18048,9956,45900,41800,44000,-0.0431818181818182,0.05,-0.0980861244019139
"3555","Daymar Institute-Nashville",3,19098,7859,21700,29700,30900,0.297734627831715,0.0388349514563107,0.269360269360269
"3556","Dyersburg State Community College",1,2342,5238,26400,31500,36400,0.274725274725275,0.134615384615385,0.161904761904762
"3557","East Tennessee State University",1,7690,12995,35900,40400,45500,0.210989010989011,0.112087912087912,0.111386138613861
"3562","Fisk University",2,11089,8400,32200,38400,36700,0.122615803814714,-0.0463215258855586,0.161458333333333
"3564","Freed-Hardeman University",2,10319,6658,33600,39400,44300,0.241534988713318,0.110609480812641,0.147208121827411
"3567","Hiwassee College",2,7997,3784,26400,30900,34000,0.223529411764706,0.0911764705882353,0.145631067961165
"3572","Johnson University",2,7333,5568,26300,29000,35200,0.252840909090909,0.176136363636364,0.0931034482758621
"3574","King University",2,9653,4855,40300,44000,51100,0.211350293542074,0.13894324853229,0.0840909090909091
"3577","Lane College",2,9188,4728,24300,29600,27000,0.1,-0.0962962962962963,0.179054054054054
"3579","Lee University",2,9839,5604,33100,35100,38800,0.146907216494845,0.095360824742268,0.056980056980057
"3580","Lincoln Memorial University",2,19297,12918,36500,41400,46000,0.206521739130435,0.1,0.118357487922705
"3583","Maryville College",2,12304,6739,36900,33900,40300,0.0843672456575682,0.158808933002481,-0.0884955752212389
"3589","University of Memphis",1,7951,9720,36500,43300,47200,0.226694915254237,0.0826271186440678,0.157043879907621
"3591","Middle Tennessee State University",1,6180,8512,38000,40000,43200,0.12037037037037,0.0740740740740741,0.05
"3593","Milligan College",2,13610,6417,41700,41600,39400,-0.0583756345177665,-0.0558375634517767,-0.00240384615384615
"3595","Motlow College",1,3210,5557,26600,33300,34700,0.23342939481268,0.0403458213256484,0.201201201201201
"3597","Lincoln College of Technology-Nashville",3,15166,5953,27000,34900,38800,0.304123711340206,0.100515463917526,0.226361031518625
"3599","Nashville State Community College",1,2855,3641,31300,38500,40400,0.225247524752475,0.047029702970297,0.187012987012987
"3607","Roane State Community College",1,2790,7440,28800,33700,38700,0.255813953488372,0.129198966408269,0.14540059347181
"3618","Pellissippi State Community College",1,3107,4959,28700,32100,36200,0.207182320441989,0.113259668508287,0.105919003115265
"3619","Southern Adventist University",2,15274,9524,41300,42300,45900,0.100217864923747,0.0784313725490196,0.0236406619385343
"3621","Tennessee Wesleyan College",2,10510,5304,33900,38600,46500,0.270967741935484,0.16989247311828,0.121761658031088
"3622","The University of Tennessee-Chattanooga",1,5325,7065,39400,39800,43100,0.08584686774942,0.0765661252900232,0.0100502512562814
"3623","The University of Tennessee-Knoxville",1,10788,22579,56300,50400,52400,-0.0744274809160305,0.0381679389312977,-0.117063492063492
"3624","The University of Tennessee-Martin",1,4800,8384,35900,41300,43400,0.172811059907834,0.0483870967741935,0.130750605326877
"3627","Tennessee State University",1,6968,10204,34700,39400,43100,0.194895591647332,0.08584686774942,0.119289340101523
"3628","Tennessee Technological University",1,5681,7404,38800,41800,46900,0.1727078891258,0.108742004264392,0.0717703349282297
"3629","Tennessee Temple University",2,7482,1694,32800,37300,34800,0.0574712643678161,-0.0718390804597701,0.120643431635389
"3630","Trevecca Nazarene University",2,12431,6894,40400,43700,47000,0.140425531914894,0.0702127659574468,0.0755148741418764
"3631","Northeast State Community College",1,2044,5032,25700,34200,38500,0.332467532467532,0.111688311688312,0.248538011695906
"3632","Tusculum College",2,9177,4227,33600,44200,49800,0.325301204819277,0.112449799196787,0.239819004524887
"3633","Union University",2,11153,8745,45700,43800,49800,0.0823293172690763,0.120481927710843,-0.04337899543379
"3635","Vanderbilt University",2,22708,79372,78800,77300,78000,-0.0102564102564103,0.00897435897435897,-0.019404915912031
"3637","Volunteer State Community College",1,3197,4970,30200,35000,38700,0.219638242894057,0.0956072351421189,0.137142857142857
"3638","Walters State Community College",1,2791,6708,25700,32100,41900,0.386634844868735,0.233890214797136,0.199376947040498
"3641","Abilene Christian University",2,13974,8741,39600,47000,47800,0.171548117154812,0.0167364016736402,0.157446808510638
"3643","Amarillo College",1,2391,6582,32200,40900,46000,0.3,0.110869565217391,0.212713936430318
"3645","Angelo State University",1,6349,7413,38600,42700,48900,0.210633946830266,0.12678936605317,0.0960187353629977
"3648","The Art Institute of Houston",3,14453,4182,34500,36700,43800,0.212328767123288,0.162100456621005,0.0599455040871935
"3649","Austin College",2,15854,12064,46400,50100,58700,0.20954003407155,0.146507666098807,0.0738522954091816
"3650","Austin Community College District",1,2362,6134,35600,41300,46900,0.240938166311301,0.119402985074627,0.138014527845036
